referrer,views_total,views_unique
github.com,1005,160
dev.to,124,23
Google,122,19
web.skype.com,26,1
com.google.android.gm,1,1
in.search.yahoo.com,1,1
typeof.net,1,1
keep.google.com,1,1
wellfound.com,1,1
mail.google.com,1,1
