url_path,views_total,views_unique
/idurar/idurar-erp-crm,556,238
/idurar/idurar-erp-crm/actions,42,2
/idurar/idurar-erp-crm/tree/master/frontends/erpFrontend,38,24
/idurar/idurar-erp-crm/tree/master/controllers,37,16
/idurar/idurar-erp-crm/tree/master/.github/workflows,28,4
/idurar/idurar-erp-crm/blob/master/.github/workflows/workflow.yml,27,1
/idurar/idurar-erp-crm/tree/master/frontends/erpFrontend/src,26,13
/idurar/idurar-erp-crm/tree/master/controllers/erpControllers,23,11
/idurar/idurar-erp-crm/actions/workflows/workflow.yml,22,1
/idurar/idurar-erp-crm/issues,21,14
