url_path,views_total,views_unique
/idurar/idurar-erp-crm,254,91
/idurar/erp-crm,178,79
/idurar/idurar-erp-crm/actions,40,1
/idurar/idurar-erp-crm/forks,34,1
/idurar/idurar-erp-crm/blob/master/.github/workflows/workflow.yml,27,1
/idurar/idurar-erp-crm/tree/master/.github/workflows,26,2
/idurar/idurar-erp-crm/actions/workflows/workflow.yml,22,1
/idurar/idurar-erp-crm/tree/master/frontends/erpFrontend,18,11
/idurar/idurar-erp-crm/tree/master/controllers,17,10
/idurar/idurar-erp-crm/blob/github-repo-stats/idurar/idurar-erp-crm/ghrs-data/stargazers.csv,16,1
