url_path,views_total,views_unique
/idurar/idurar-erp-crm,214,77
/idurar/erp-crm,194,90
/idurar/idurar-erp-crm/actions,40,1
/idurar/idurar-erp-crm/forks,34,1
/idurar/idurar-erp-crm/blob/master/.github/workflows/workflow.yml,27,1
/idurar/idurar-erp-crm/actions/workflows/workflow.yml,22,1
/idurar/idurar-erp-crm/tree/master/.github/workflows,22,1
/idurar/erp-crm/tree/master/frontends/erpFrontend,14,8
/idurar/idurar-erp-crm/blob/github-repo-stats/idurar/idurar-erp-crm/ghrs-data/stargazers.csv,14,1
/idurar/erp-crm/tree/master/controllers,12,9
