url_path,views_total,views_unique
/idurar/idurar-erp-crm,607,334
/idurar/idurar-erp-crm/tree/master/frontends/erpFrontend,118,35
/idurar/idurar-erp-crm/tree/master/frontends/erpFrontend/src,91,26
/idurar/idurar-erp-crm/tree/master/controllers,82,33
/idurar/idurar-erp-crm/tree/master/controllers/corsControllers,46,19
/idurar/idurar-erp-crm/tree/master/setup,43,18
/idurar/idurar-erp-crm/tree/master/models,41,21
/idurar/idurar-erp-crm/tree/master/controllers/erpControllers,40,21
/idurar/idurar-erp-crm/tree/master/models/erpModels,37,20
/idurar/idurar-erp-crm/tree/master/routes/erpRoutes,36,13
