url_path,views_total,views_unique
/idurar/idurar-erp-crm,607,337
/idurar/idurar-erp-crm/tree/master/frontends/erpFrontend,113,31
/idurar/idurar-erp-crm/tree/master/frontends/erpFrontend/src,99,24
/idurar/idurar-erp-crm/tree/master/controllers,77,32
/idurar/idurar-erp-crm/tree/master/models,56,30
/idurar/idurar-erp-crm/tree/master/models/erpModels,51,27
/idurar/idurar-erp-crm/tree/master/routes/erpRoutes,44,14
/idurar/idurar-erp-crm/tree/master/controllers/erpControllers,43,22
/idurar/idurar-erp-crm/tree/master/setup,43,17
/idurar/idurar-erp-crm/tree/master/middlewares,34,16
