url_path,views_total,views_unique
/idurar/idurar-erp-crm,555,320
/idurar/idurar-erp-crm/tree/master/frontends/erpFrontend/src,78,25
/idurar/idurar-erp-crm/tree/master/frontends/erpFrontend,72,31
/idurar/idurar-erp-crm/tree/master/models,54,31
/idurar/idurar-erp-crm/tree/master/models/erpModels,54,29
/idurar/idurar-erp-crm/tree/master/controllers,54,27
/idurar/idurar-erp-crm/tree/master/controllers/erpControllers,35,19
/idurar/idurar-erp-crm/tree/master/setup,35,18
/idurar/idurar-erp-crm/tree/master/routes/erpRoutes,31,11
/idurar/idurar-erp-crm/tree/master/middlewares,29,15
