url_path,views_total,views_unique
/idurar/idurar-erp-crm,3056,1902
/idurar/idurar-erp-crm/tree/master/frontend/src,565,166
/idurar/idurar-erp-crm/tree/master/frontend,501,221
/idurar/idurar-erp-crm/tree/master/controllers,306,138
/idurar/idurar-erp-crm/tree/master/models/erpModels,181,70
/idurar/idurar-erp-crm/tree/master/controllers/erpControllers,179,83
/idurar/idurar-erp-crm/issues,163,111
/idurar/idurar-erp-crm/tree/master/models,162,79
/idurar/idurar-erp-crm/blob/master/app.js,148,71
/idurar/idurar-erp-crm/tree/master/controllers/corsControllers,144,72
