referrer,views_total,views_unique
github.com,1385,189
Google,273,47
dev.to,111,23
DuckDuckGo,6,1
com.google.android.gm,4,2
Bing,3,2
docs.metasfresh.org,2,1
yandex.ru,2,1
morioh.com,1,1
wx.zsxq.com,1,1
