referrer,views_total,views_unique
dev.to,4982,977
github.com,1615,221
Google,343,79
Bing,12,6
startupschool.org,9,1
itarticles.org,8,1
m.facebook.com,5,4
search.brave.com,5,1
feedly.com,4,1
nvd.nist.gov,3,2
