url_path,views_total,views_unique
/idurar/idurar-erp-crm,1156,693
/idurar/idurar-erp-crm/tree/master/frontend/src,194,51
/idurar/idurar-erp-crm/tree/master/frontend,173,71
/idurar/idurar-erp-crm/tree/master/controllers,110,55
/idurar/idurar-erp-crm/tree/master/models/erpModels,90,34
/idurar/idurar-erp-crm/tree/master/models,78,37
/idurar/idurar-erp-crm/tree/master/controllers/erpControllers,72,36
/idurar/idurar-erp-crm/tree/master/frontend/src/redux,64,17
/idurar/idurar-erp-crm/blob/master/app.js,60,29
/idurar/idurar-erp-crm/issues,52,41
