url_path,views_total,views_unique
/idurar/idurar-erp-crm,704,355
/idurar/idurar-erp-crm/tree/master/frontends/erpFrontend,93,38
/idurar/idurar-erp-crm/tree/master/controllers,67,23
/idurar/idurar-erp-crm/tree/master/frontends/erpFrontend/src,66,23
/idurar/idurar-erp-crm/tree/master/controllers/erpControllers,44,14
/idurar/idurar-erp-crm/tree/master/setup,42,11
/idurar/idurar-erp-crm/tree/master/models,38,16
/idurar/idurar-erp-crm/tree/master/views/pdf,34,13
/idurar/idurar-erp-crm/tree/master/controllers/corsControllers,32,12
/idurar/idurar-erp-crm/blob/master/README.md,30,8
