url_path,views_total,views_unique
/idurar/idurar-erp-crm,679,315
/idurar/idurar-erp-crm/tree/master/frontends/erpFrontend,56,29
/idurar/idurar-erp-crm/tree/master/controllers,52,21
/idurar/idurar-erp-crm/tree/master/controllers/erpControllers,35,13
/idurar/idurar-erp-crm/tree/master/frontends/erpFrontend/src,34,18
/idurar/idurar-erp-crm/tree/master/setup,30,12
/idurar/idurar-erp-crm/blob/master/README.md,28,7
/idurar/idurar-erp-crm/tree/master/models,27,14
/idurar/idurar-erp-crm/blob/master/app.js,27,13
/idurar/idurar-erp-crm/blob/master/server.js,24,14
