referrer,views_total,views_unique
github.com,1007,174
dev.to,124,23
Google,105,20
web.skype.com,26,1
l.facebook.com,3,2
unsafe.sh,1,1
com.google.android.gm,1,1
in.search.yahoo.com,1,1
typeof.net,1,1
keep.google.com,1,1
