url_path,views_total,views_unique
/idurar/idurar-erp-crm,473,200
/idurar/idurar-erp-crm/actions,42,2
/idurar/idurar-erp-crm/forks,40,1
/idurar/idurar-erp-crm/tree/master/frontends/erpFrontend,36,23
/idurar/erp-crm,34,21
/idurar/idurar-erp-crm/tree/master/.github/workflows,28,4
/idurar/idurar-erp-crm/tree/master/controllers,27,14
/idurar/idurar-erp-crm/blob/master/.github/workflows/workflow.yml,27,1
/idurar/idurar-erp-crm/issues,24,16
/idurar/idurar-erp-crm/tree/master/frontends/erpFrontend/src,24,13
