url_path,views_total,views_unique
/idurar/idurar-erp-crm,616,346
/idurar/idurar-erp-crm/tree/master/frontends/erpFrontend,92,30
/idurar/idurar-erp-crm/tree/master/frontends/erpFrontend/src,90,22
/idurar/idurar-erp-crm/tree/master/controllers,73,31
/idurar/idurar-erp-crm/tree/master/models,57,31
/idurar/idurar-erp-crm/tree/master/models/erpModels,52,28
/idurar/idurar-erp-crm/tree/master/routes/erpRoutes,44,14
/idurar/idurar-erp-crm/tree/master/controllers/erpControllers,43,22
/idurar/idurar-erp-crm/tree/master/setup,36,16
/idurar/idurar-erp-crm/tree/master/middlewares,34,16
